percent_adult_covid_admissions,percent_pediatric_covid_admissions,percent_hospitals_previous_day_admission_adult_covid_confirmed,percent_hospitals_previous_day_admission_pediatric_covid_confirmed,percent_hospitals_previous_day_admission_influenza_confirmed,percent_hospitals_total_patients_hospitalized_confirmed_influenza,percent_hospitals_icu_patients_confirmed_influenza,percent_hospitals_inpatient_beds,percent_hospitals_total_icu_beds,percent_hospitals_inpatient_beds_used,percent_hospitals_icu_beds_used,percent_hospitals_percent_inpatient_beds_occupied,percent_hospitals_percent_staff_icu_beds_occupied,percent_hospitals_percent_inpatient_beds_covid,percent_hospitals_percent_inpatient_beds_influenza,percent_hospitals_percent_staff_icu_beds_covid,percent_hospitals_percent_icu_beds_influenza,percent_hospitals_admissions_all_covid_confirmed,percent_hospitals_total_patients_hospitalized_covid_confirmed,percent_hospitals_staff_icu_patients_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_total_patients_hospitalized_influenza_confirmed,avg_staff_icu_patients_covid_confirmed,avg_icu_patients_influenza_confirmed,avg_inpatient_beds,avg_total_icu_beds,avg_inpatient_beds_used,avg_icu_beds_used,avg_percent_inpatient_beds_occupied,avg_percent_staff_icu_beds_occupied,avg_percent_inpatient_beds_covid,avg_percent_inpatient_beds_influenza,avg_percent_staff_icu_beds_covid,avg_percent_icu_beds_influenza,total_admissions_all_influenza_confirmed,total_admissions_all_covid_confirmed,total_admissions_pediatric_covid_confirmed,total_admissions_adult_covid_confirmed,latitude,longitude,year,month,day
0.968,0.032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,558.0,23.0,68.0,4.0,10126.0,1342.0,8433.0,944.0,0.8332,0.7032,0.0551,0.0023,0.0507,0.0029,39.0,532.0,17.0,515.0,39.045753,-76.641273,2023.0,2.0,4.0
0.9724,0.0276,0.9936,0.9936,0.9936,0.9936,0.9936,0.9809,0.9936,0.9809,0.9936,0.9809,0.9936,0.9809,0.9809,0.9936,0.9936,0.9936,0.9936,0.9936,1012.0,55.0,122.0,7.0,42887.0,5332.0,33860.0,3893.0,0.7894,0.7302,0.0234,0.0013,0.0229,0.0013,74.0,905.0,25.0,880.0,43.0,-75.0,2023.0,4.0,8.0
0.977,0.023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,3.0,8.0,1.0,7346.0,1172.0,5580.0,763.0,0.7597,0.651,0.0094,0.0005,0.0072,0.0006,6.0,87.0,2.0,85.0,41.599998,-72.699997,2023.0,6.0,17.0
0.9588,0.0412,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,192.0,1.0,19.0,1.0,6372.0,726.0,4812.0,494.0,0.755,0.6808,0.0301,0.0002,0.0256,0.0008,3.0,243.0,10.0,233.0,44.0,-120.5,2023.0,9.0,16.0
0.97,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,577.0,266.0,59.0,23.0,7356.0,1171.0,5836.0,841.0,0.7934,0.7176,0.0785,0.0362,0.0506,0.0195,270.0,633.0,19.0,614.0,41.599998,-72.699997,2022.0,12.0,31.0
0.9624,0.0376,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,2972.0,803.0,302.0,109.0,43359.0,5532.0,35929.0,4244.0,0.8287,0.7673,0.0685,0.0185,0.0546,0.0197,1009.0,2820.0,106.0,2714.0,43.0,-75.0,2024.0,1.0,20.0
0.954,0.046,0.9889,0.9889,0.9889,0.9889,0.9889,0.9778,0.9889,0.9778,0.9889,0.9778,0.9889,0.9778,0.9778,0.9889,0.9889,0.9889,0.9889,0.9889,408.0,135.0,58.0,18.0,9977.0,1596.0,7192.0,1019.0,0.7209,0.6384,0.0404,0.0133,0.0362,0.0115,237.0,695.0,32.0,663.0,39.113014,-105.358887,2022.0,12.0,17.0
0.9506,0.0494,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,999.0,30.0,126.0,1.0,19787.0,2920.0,15854.0,2191.0,0.8011,0.7503,0.0505,0.0015,0.0432,0.0005,7.0,1032.0,51.0,981.0,44.182205,-84.506836,2022.0,10.0,1.0
0.9343,0.0657,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,1165.0,461.0,160.0,62.0,24645.0,4107.0,19249.0,2911.0,0.7809,0.7089,0.0473,0.0187,0.0389,0.0151,16.0,1447.0,95.0,1352.0,40.367474,-82.996216,2022.0,9.0,17.0
0.9597,0.0403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.0,8.0,12.0,2.0,7387.0,1214.0,5578.0,781.0,0.7551,0.6429,0.0137,0.0011,0.0101,0.0015,18.0,149.0,6.0,143.0,41.599998,-72.699997,2022.0,3.0,26.0
0.9766,0.0234,0.972,0.972,0.6168,0.6355,0.5701,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.6355,0.972,0.5701,0.972,0.972,0.972,1294.0,7.0,401.0,2.0,17156.0,3287.0,12093.0,2315.0,0.7048,0.7042,0.0754,0.0006,0.1219,0.0007,5.0,726.0,17.0,709.0,35.860119,-86.660156,2021.0,10.0,30.0
0.9855,0.0145,0.972,0.972,0.972,0.972,0.972,0.9533,0.972,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.972,0.972,0.972,0.972,0.9533,2790.0,24.0,672.0,4.0,17094.0,3256.0,11121.0,2154.0,0.6507,0.6863,0.1589,0.0014,0.2064,0.0012,34.0,2414.0,35.0,2379.0,35.860119,-86.660156,2021.0,1.0,2.0
0.9527,0.0473,0.98,0.9771,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,2066.0,37.0,367.0,3.0,59307.0,9956.0,45475.0,6788.0,0.7667,0.6818,0.0349,0.0006,0.0369,0.0003,49.0,1584.0,75.0,1509.0,36.778259,-119.417931,2022.0,3.0,26.0
0.9561,0.0439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2390.0,37.0,475.0,4.0,20061.0,3053.0,16062.0,2350.0,0.8007,0.7699,0.1192,0.0018,0.1557,0.0014,43.0,1891.0,83.0,1808.0,44.182205,-84.506836,2022.0,2.0,19.0
0.974,0.026,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1253.0,3.0,326.0,1.0,28301.0,5021.0,20190.0,3274.0,0.7133,0.652,0.0443,0.0001,0.0648,0.0002,9.0,1499.0,39.0,1460.0,40.367474,-82.996216,2021.0,4.0,24.0
0.967,0.033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.0,5.0,13.0,1.0,3434.0,586.0,2479.0,384.0,0.7219,0.6549,0.0241,0.0016,0.0224,0.0022,9.0,91.0,3.0,88.0,34.307144,-106.018066,2023.0,4.0,8.0
0.9559,0.0441,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,48.0,9.0,7.0,2.0,5193.0,615.0,3395.0,366.0,0.6523,0.5929,0.0093,0.0016,0.0122,0.0026,9.0,68.0,3.0,65.0,35.860119,-86.660156,2024.0,8.0,10.0
0.9638,0.0362,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,109.0,16.0,17.0,2.0,17297.0,3354.0,12235.0,2237.0,0.7073,0.6671,0.0063,0.0009,0.0052,0.0007,16.0,138.0,5.0,133.0,35.860119,-86.660156,2023.0,8.0,5.0
0.9392,0.0608,0.9648,0.9648,0.9648,0.9648,0.9648,0.9577,0.9648,0.9577,0.9648,0.9577,0.9648,0.9577,0.9577,0.9648,0.9648,0.9648,0.9648,0.9648,155.0,81.0,29.0,72.0,20055.0,3030.0,14622.0,2299.0,0.729,0.7589,0.0077,0.0041,0.0094,0.0239,23.0,181.0,11.0,170.0,33.247875,-83.441162,2023.0,7.0,15.0
0.9059,0.0941,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,131.0,9.0,22.0,1.0,5209.0,767.0,3774.0,590.0,0.7242,0.767,0.025,0.0017,0.029,0.0013,3.0,255.0,24.0,231.0,39.41922,-111.950684,2022.0,6.0,18.0
0.9888,0.0112,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,15070.0,99.0,3116.0,20.0,61553.0,11245.0,48038.0,8364.0,0.7804,0.7438,0.2447,0.0016,0.277,0.0019,52.0,14566.0,163.0,14403.0,36.778259,-119.417931,2020.0,12.0,26.0
0.9682,0.0318,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,341.0,293.0,37.0,35.0,6512.0,779.0,5356.0,584.0,0.8222,0.7487,0.0524,0.0449,0.0472,0.045,451.0,314.0,10.0,304.0,44.0,-120.5,2022.0,12.0,31.0
0.9488,0.0512,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,225.0,125.0,28.0,20.0,9296.0,1368.0,7582.0,1030.0,0.8156,0.753,0.0242,0.0134,0.0205,0.0143,161.0,215.0,11.0,204.0,46.39241,-94.63623,2024.0,2.0,17.0
0.8641,0.1359,0.9437,0.9437,0.9437,0.9437,0.9437,0.9366,0.9437,0.9366,0.9366,0.9366,0.9366,0.9366,0.9366,0.9437,0.9437,0.9437,0.9437,0.9437,213.0,160.0,43.0,112.0,20390.0,3030.0,15491.0,2315.0,0.7597,0.769,0.0104,0.0078,0.0142,0.0371,57.0,206.0,28.0,178.0,33.247875,-83.441162,2024.0,4.0,20.0
0.9617,0.0383,0.9834,0.9834,0.9779,0.9779,0.9779,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9779,0.9834,0.9779,0.9834,0.9834,0.9834,2308.0,2.0,653.0,1.0,27023.0,4895.0,20879.0,3571.0,0.7726,0.7295,0.0854,0.0001,0.1335,0.0003,12.0,2169.0,83.0,2086.0,40.367474,-82.996216,2021.0,11.0,13.0
0.9855,0.0145,0.9936,0.9936,0.8662,0.8662,0.8662,0.9936,0.9936,0.9936,0.9873,0.9936,0.9873,0.9936,0.8662,0.9936,0.8662,0.9936,0.9936,0.9873,2283.0,16.0,413.0,2.0,44619.0,6790.0,32445.0,4085.0,0.7271,0.6015,0.0512,0.0005,0.0608,0.0004,19.0,2490.0,36.0,2454.0,43.0,-75.0,2020.0,11.0,28.0
0.9578,0.0422,1.0,1.0,1.0,1.0,1.0,0.9936,1.0,0.9936,1.0,0.9936,1.0,0.9936,0.9936,1.0,1.0,1.0,1.0,1.0,2518.0,23.0,247.0,3.0,42095.0,5417.0,33302.0,3845.0,0.7911,0.7098,0.0596,0.0005,0.0456,0.0006,10.0,2584.0,109.0,2475.0,43.0,-75.0,2022.0,7.0,30.0
0.9938,0.0062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,141.0,126.0,20.0,15.0,7727.0,1069.0,5727.0,740.0,0.7412,0.6929,0.0182,0.0163,0.0191,0.0143,164.0,161.0,1.0,160.0,41.599998,-72.699997,2024.0,3.0,16.0
0.9641,0.0359,0.9873,0.9873,0.9873,0.9873,0.9873,0.9809,0.9873,0.9809,0.9873,0.9809,0.9873,0.9809,0.9809,0.9873,0.9873,0.9873,0.9873,0.9873,1160.0,24.0,113.0,4.0,43144.0,5391.0,33509.0,3773.0,0.7766,0.6999,0.0268,0.0006,0.0209,0.0008,38.0,1253.0,45.0,1208.0,43.0,-75.0,2023.0,9.0,9.0
0.8409,0.1591,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,102.0,3.0,10.0,1.0,5651.0,899.0,3498.0,615.0,0.619,0.6836,0.018,0.0006,0.0114,0.0008,3.0,176.0,28.0,148.0,39.41922,-111.950684,2023.0,2.0,25.0
0.8991,0.1009,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,114.0,11.0,15.0,1.0,5727.0,910.0,3408.0,562.0,0.5951,0.6178,0.02,0.0019,0.0166,0.0013,17.0,218.0,22.0,196.0,39.41922,-111.950684,2023.0,12.0,9.0
0.9697,0.0303,0.9829,0.9829,0.98,0.98,0.98,0.9829,0.9829,0.9829,0.98,0.9829,0.98,0.9829,0.98,0.9829,0.98,0.9829,0.9829,0.98,1924.0,38.0,232.0,7.0,58850.0,9859.0,45586.0,6680.0,0.7745,0.6778,0.0327,0.0006,0.0235,0.0007,67.0,2115.0,64.0,2051.0,36.778259,-119.417931,2022.0,10.0,8.0
0.9727,0.0273,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1104.0,3.0,301.0,2.0,28349.0,5079.0,20212.0,3265.0,0.7129,0.6427,0.039,0.0001,0.0592,0.0004,1.0,1209.0,33.0,1176.0,40.367474,-82.996216,2021.0,5.0,15.0
0.9658,0.0342,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,1371.0,192.0,191.0,81.0,19440.0,2913.0,15613.0,2397.0,0.8027,0.8228,0.0704,0.0099,0.0655,0.0277,107.0,1227.0,42.0,1185.0,33.247875,-83.441162,2023.0,1.0,21.0
0.9143,0.0857,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,85.0,15.0,27.0,2.0,3361.0,564.0,2539.0,404.0,0.7555,0.7182,0.0253,0.0043,0.0478,0.0043,29.0,70.0,6.0,64.0,34.307144,-106.018066,2022.0,4.0,2.0
0.9418,0.0582,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1264.0,455.0,154.0,61.0,24600.0,4118.0,19170.0,2818.0,0.7792,0.6876,0.0514,0.0185,0.0374,0.0149,4.0,1650.0,96.0,1554.0,40.367474,-82.996216,2022.0,8.0,13.0
0.9662,0.0338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,414.0,14.0,43.0,1.0,9998.0,1364.0,8233.0,871.0,0.8234,0.6465,0.0414,0.0014,0.0312,0.0008,27.0,385.0,13.0,372.0,39.045753,-76.641273,2022.0,10.0,22.0
0.9638,0.0362,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,117.0,41.0,12.0,6.0,6599.0,766.0,5149.0,541.0,0.7802,0.7059,0.0177,0.0063,0.0159,0.0076,68.0,138.0,5.0,133.0,44.0,-120.5,2024.0,3.0,23.0
0.9683,0.0317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,466.0,6.0,45.0,1.0,9927.0,1363.0,8098.0,865.0,0.8157,0.6349,0.0464,0.0006,0.0328,0.0007,8.0,473.0,15.0,458.0,39.045753,-76.641273,2022.0,9.0,24.0
0.9296,0.0704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,601.0,11.0,97.0,1.0,8990.0,1300.0,7425.0,1016.0,0.8257,0.7814,0.067,0.0013,0.0748,0.0007,19.0,426.0,30.0,396.0,46.39241,-94.63623,2022.0,3.0,5.0
0.9539,0.0461,0.972,0.972,0.972,0.972,0.972,0.9626,0.972,0.9626,0.972,0.9626,0.972,0.9626,0.9626,0.972,0.972,0.972,0.972,0.972,165.0,20.0,27.0,2.0,17601.0,3333.0,12622.0,2193.0,0.7171,0.6581,0.0094,0.0011,0.008,0.0007,15.0,152.0,7.0,145.0,35.860119,-86.660156,2023.0,5.0,20.0
0.952,0.048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,514.0,219.0,47.0,30.0,9064.0,1313.0,7648.0,1055.0,0.8435,0.8029,0.0567,0.0242,0.0355,0.0225,382.0,500.0,24.0,476.0,46.39241,-94.63623,2022.0,12.0,3.0
0.9571,0.0429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,271.0,9.0,22.0,1.0,7384.0,1212.0,5648.0,781.0,0.7648,0.6443,0.0367,0.0012,0.0181,0.0005,14.0,326.0,14.0,312.0,41.599998,-72.699997,2022.0,6.0,25.0
0.9883,0.0117,0.9789,0.9789,0.9789,0.9789,0.9789,0.9155,0.9789,0.9155,0.9577,0.9155,0.9577,0.9155,0.9155,0.9789,0.9789,0.9789,0.9789,0.9577,4799.0,20.0,1093.0,4.0,18132.0,3363.0,14973.0,2681.0,0.8258,0.8278,0.2473,0.001,0.3251,0.0011,21.0,3938.0,46.0,3892.0,33.247875,-83.441162,2021.0,2.0,6.0
0.935,0.065,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1422.0,109.0,298.0,9.0,25348.0,4400.0,19892.0,2992.0,0.7846,0.68,0.0561,0.0043,0.0678,0.0021,32.0,1092.0,71.0,1021.0,40.367474,-82.996216,2022.0,3.0,5.0
0.9579,0.0421,0.9809,0.9809,0.9809,0.9809,0.9809,0.9809,0.9809,0.9809,0.9618,0.9809,0.9618,0.9809,0.9809,0.9809,0.9809,0.9809,0.9809,0.9809,401.0,139.0,31.0,24.0,45096.0,5189.0,34075.0,3306.0,0.7556,0.682,0.0089,0.0031,0.006,0.0046,163.0,380.0,16.0,364.0,43.0,-75.0,2024.0,5.0,4.0
0.8963,0.1037,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,587.0,48.0,80.0,8.0,19546.0,2873.0,15356.0,2091.0,0.7852,0.7271,0.03,0.0025,0.0278,0.0026,56.0,627.0,65.0,562.0,44.182205,-84.506836,2023.0,2.0,18.0
0.9597,0.0403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,278.0,11.0,30.0,3.0,7382.0,1217.0,5670.0,784.0,0.7682,0.6445,0.0377,0.0015,0.0243,0.0021,36.0,372.0,15.0,357.0,41.599998,-72.699997,2022.0,6.0,18.0
0.9238,0.0762,0.9014,0.9014,0.9014,0.9014,0.9014,0.8944,0.9014,0.8944,0.9014,0.8944,0.9014,0.8944,0.8944,0.9014,0.9014,0.9014,0.9014,0.9014,101.0,24.0,26.0,5.0,15037.0,2168.0,11175.0,1657.0,0.7436,0.7633,0.0067,0.0016,0.0125,0.002,16.0,105.0,8.0,97.0,33.247875,-83.441162,2024.0,5.0,11.0
0.9912,0.0088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1158.0,1.0,228.0,1.0,7771.0,1409.0,5819.0,812.0,0.7488,0.576,0.149,0.0001,0.1618,0.0007,1.0,914.0,8.0,906.0,41.599998,-72.699997,2021.0,1.0,9.0
0.8674,0.1326,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,183.0,113.0,25.0,5.0,5610.0,895.0,3648.0,604.0,0.6503,0.6743,0.0326,0.0202,0.0281,0.0053,60.0,279.0,37.0,242.0,39.41922,-111.950684,2022.0,12.0,17.0
0.9634,0.0366,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,246.0,35.0,27.0,5.0,19889.0,3394.0,13806.0,2249.0,0.6942,0.6628,0.0124,0.0018,0.0078,0.0014,43.0,246.0,9.0,237.0,35.860119,-86.660156,2023.0,11.0,11.0
0.9766,0.0234,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,122.0,192.0,13.0,8.0,18163.0,2560.0,13949.0,1896.0,0.7671,0.7406,0.0067,0.0108,0.0052,0.003,79.0,128.0,3.0,125.0,44.182205,-84.506836,2024.0,5.0,11.0
0.9504,0.0496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,257.0,2.0,28.0,1.0,6277.0,783.0,4955.0,587.0,0.7893,0.7502,0.041,0.0004,0.0358,0.0009,3.0,282.0,14.0,268.0,44.0,-120.5,2022.0,10.0,22.0
0.9643,0.0357,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,152.0,36.0,27.0,2.0,17470.0,3296.0,11994.0,2122.0,0.6865,0.6438,0.0087,0.0021,0.0082,0.0007,35.0,112.0,4.0,108.0,35.860119,-86.660156,2022.0,4.0,23.0
0.9907,0.0093,0.9789,0.9789,0.8873,0.8873,0.8873,0.9648,0.9789,0.9648,0.9789,0.9648,0.9789,0.9648,0.8732,0.9789,0.8873,0.9789,0.9789,0.9789,1426.0,7.0,429.0,2.0,17818.0,3122.0,13927.0,2458.0,0.7814,0.7888,0.0794,0.0005,0.1375,0.0007,17.0,1928.0,18.0,1910.0,33.247875,-83.441162,2020.0,11.0,7.0
0.9703,0.0297,0.9789,0.9789,0.9789,0.9789,0.9789,0.9155,0.9789,0.9155,0.9718,0.9155,0.9718,0.9155,0.9155,0.9789,0.9789,0.9789,0.9789,0.9718,3345.0,30.0,663.0,14.0,17223.0,3139.0,14402.0,2554.0,0.8363,0.8214,0.1771,0.0016,0.2112,0.0046,32.0,2424.0,72.0,2352.0,33.247875,-83.441162,2022.0,2.0,19.0
0.9616,0.0384,0.9834,0.9834,0.9779,0.9779,0.9779,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9779,0.9834,0.9779,0.9834,0.9834,0.9834,2379.0,4.0,662.0,2.0,27083.0,4877.0,21080.0,3524.0,0.7782,0.7226,0.0878,0.0001,0.1357,0.0005,8.0,2502.0,96.0,2406.0,40.367474,-82.996216,2021.0,11.0,20.0
0.9523,0.0477,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,510.0,29.0,72.0,4.0,25478.0,4185.0,19748.0,2976.0,0.7749,0.7111,0.02,0.0011,0.0171,0.0009,25.0,629.0,30.0,599.0,40.367474,-82.996216,2023.0,4.0,22.0
0.9513,0.0487,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9779,0.9834,0.9779,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1238.0,457.0,173.0,62.0,24505.0,4098.0,19436.0,2893.0,0.793,0.7088,0.0505,0.0186,0.0422,0.0151,10.0,1498.0,73.0,1425.0,40.367474,-82.996216,2022.0,8.0,27.0
0.9707,0.0293,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,198.0,73.0,14.0,9.0,6371.0,738.0,4880.0,516.0,0.7654,0.6992,0.0311,0.0115,0.0196,0.0124,146.0,273.0,8.0,265.0,44.0,-120.5,2024.0,1.0,6.0
0.9419,0.0581,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,95.0,63.0,9.0,12.0,9310.0,1386.0,7589.0,1047.0,0.815,0.7554,0.0102,0.0068,0.0067,0.0088,77.0,86.0,5.0,81.0,46.39241,-94.63623,2024.0,4.0,20.0
0.9281,0.0719,0.9718,0.9718,0.9718,0.9718,0.9718,0.9296,0.9718,0.9296,0.9718,0.9296,0.9718,0.9296,0.9296,0.9718,0.9718,0.9718,0.9718,0.9718,1313.0,14.0,185.0,33.0,17445.0,3040.0,14368.0,2403.0,0.8236,0.7904,0.0696,0.0008,0.0608,0.011,11.0,1488.0,107.0,1381.0,33.247875,-83.441162,2022.0,8.0,27.0
0.9459,0.0541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,597.0,298.0,58.0,54.0,9318.0,1347.0,8008.0,1103.0,0.8593,0.8188,0.0641,0.032,0.0431,0.0398,345.0,555.0,30.0,525.0,46.39241,-94.63623,2022.0,12.0,17.0
0.9737,0.0263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.0,4.0,39.0,1.0,7543.0,957.0,4510.0,607.0,0.5979,0.6341,0.0236,0.0006,0.0403,0.0013,10.0,228.0,6.0,222.0,42.032974,-93.581543,2021.0,4.0,3.0
0.9838,0.0162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,716.0,139.0,79.0,13.0,9925.0,1330.0,7958.0,922.0,0.8017,0.6936,0.0722,0.014,0.0598,0.0095,225.0,801.0,13.0,788.0,39.045753,-76.641273,2023.0,1.0,7.0
0.9578,0.0422,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,368.0,67.0,45.0,9.0,19893.0,3429.0,14472.0,2362.0,0.7273,0.6888,0.0185,0.0034,0.0131,0.0026,98.0,379.0,16.0,363.0,35.860119,-86.660156,2023.0,12.0,9.0
