percent_adult_covid_admissions,percent_pediatric_covid_admissions,percent_hospitals_previous_day_admission_adult_covid_confirmed,percent_hospitals_previous_day_admission_pediatric_covid_confirmed,percent_hospitals_previous_day_admission_influenza_confirmed,percent_hospitals_total_patients_hospitalized_confirmed_influenza,percent_hospitals_icu_patients_confirmed_influenza,percent_hospitals_inpatient_beds,percent_hospitals_total_icu_beds,percent_hospitals_inpatient_beds_used,percent_hospitals_icu_beds_used,percent_hospitals_percent_inpatient_beds_occupied,percent_hospitals_percent_staff_icu_beds_occupied,percent_hospitals_percent_inpatient_beds_covid,percent_hospitals_percent_inpatient_beds_influenza,percent_hospitals_percent_staff_icu_beds_covid,percent_hospitals_percent_icu_beds_influenza,percent_hospitals_admissions_all_covid_confirmed,percent_hospitals_total_patients_hospitalized_covid_confirmed,percent_hospitals_staff_icu_patients_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_total_patients_hospitalized_influenza_confirmed,avg_staff_icu_patients_covid_confirmed,avg_icu_patients_influenza_confirmed,avg_inpatient_beds,avg_total_icu_beds,avg_inpatient_beds_used,avg_icu_beds_used,avg_percent_inpatient_beds_occupied,avg_percent_staff_icu_beds_occupied,avg_percent_inpatient_beds_covid,avg_percent_inpatient_beds_influenza,avg_percent_staff_icu_beds_covid,avg_percent_icu_beds_influenza,total_admissions_all_influenza_confirmed,total_admissions_all_covid_confirmed,total_admissions_pediatric_covid_confirmed,total_admissions_adult_covid_confirmed,latitude,longitude,year,month,day
0.9388,0.0612,0.9889,0.9889,0.9889,0.9889,0.9889,0.9778,0.9889,0.9778,0.9889,0.9778,0.9889,0.9778,0.9778,0.9889,0.9889,0.9889,0.9889,0.9889,188.0,10.0,38.0,2.0,9919.0,1592.0,6868.0,1000.0,0.6924,0.6279,0.0186,0.001,0.0238,0.0013,27.0,376.0,23.0,353.0,39.113014,-105.358887,2022.0,11.0,5.0
0.8539,0.1461,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,101.0,2.0,16.0,1.0,5520.0,871.0,3452.0,586.0,0.6261,0.6769,0.0184,0.0004,0.0182,0.001,1.0,178.0,26.0,152.0,39.41922,-111.950684,2022.0,9.0,17.0
0.945,0.055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,305.0,53.0,27.0,4.0,7400.0,1222.0,5675.0,796.0,0.7669,0.6518,0.0412,0.0071,0.022,0.003,70.0,418.0,23.0,395.0,41.599998,-72.699997,2022.0,5.0,21.0
0.9795,0.0205,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,244.0,17.0,42.0,1.0,25689.0,4206.0,19673.0,2929.0,0.7657,0.6964,0.0095,0.0007,0.0101,0.0002,14.0,293.0,6.0,287.0,40.367474,-82.996216,2023.0,6.0,3.0
0.9499,0.0501,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9714,0.9743,0.9714,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,1930.0,234.0,231.0,22.0,57825.0,9660.0,44853.0,6535.0,0.7756,0.6778,0.0334,0.0041,0.0239,0.0022,384.0,2457.0,123.0,2334.0,36.778259,-119.417931,2022.0,6.0,4.0
0.9674,0.0326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,708.0,78.0,85.0,11.0,10147.0,1357.0,8569.0,963.0,0.8446,0.7099,0.0698,0.0077,0.0626,0.0078,101.0,705.0,23.0,682.0,39.045753,-76.641273,2023.0,1.0,21.0
0.9578,0.0422,0.9813,0.9813,0.9813,0.9813,0.9813,0.972,0.9813,0.972,0.9813,0.972,0.9813,0.972,0.972,0.9813,0.9813,0.9813,0.9813,0.9813,311.0,58.0,41.0,8.0,19448.0,3346.0,13443.0,2241.0,0.6912,0.6698,0.016,0.003,0.0123,0.0023,72.0,308.0,13.0,295.0,35.860119,-86.660156,2023.0,12.0,2.0
0.9613,0.0387,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,931.0,103.0,108.0,9.0,19731.0,2949.0,15728.0,2227.0,0.7971,0.7552,0.0472,0.0052,0.0366,0.0032,93.0,1009.0,39.0,970.0,44.182205,-84.506836,2022.0,6.0,4.0
0.9667,0.0333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0,52.0,7.0,9.0,7556.0,1049.0,5574.0,732.0,0.7378,0.6977,0.0063,0.0069,0.0065,0.0083,34.0,60.0,2.0,58.0,41.599998,-72.699997,2024.0,5.0,11.0
0.9355,0.0645,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,1141.0,461.0,154.0,62.0,24742.0,4121.0,19747.0,2976.0,0.798,0.722,0.0461,0.0186,0.0373,0.0149,7.0,1441.0,93.0,1348.0,40.367474,-82.996216,2022.0,9.0,24.0
0.9358,0.0642,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648,186.0,90.0,34.0,70.0,20233.0,3040.0,15146.0,2323.0,0.7485,0.7641,0.0092,0.0045,0.0111,0.0229,30.0,187.0,12.0,175.0,33.247875,-83.441162,2023.0,5.0,27.0
0.9724,0.0276,0.9789,0.9789,0.8521,0.8521,0.8521,0.9507,0.9789,0.9507,0.9718,0.9507,0.9718,0.9507,0.8239,0.9789,0.8521,0.9789,0.9789,0.9718,1043.0,10.0,334.0,6.0,17990.0,3162.0,14342.0,2484.0,0.7973,0.7883,0.0539,0.0007,0.1054,0.0023,20.0,907.0,25.0,882.0,33.247875,-83.441162,2021.0,11.0,13.0
0.9663,0.0337,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,258.0,27.0,44.0,4.0,10268.0,1600.0,6660.0,940.0,0.6486,0.5876,0.0252,0.0026,0.0272,0.0026,101.0,504.0,17.0,487.0,39.113014,-105.358887,2023.0,11.0,25.0
0.9709,0.0291,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,104.0,106.0,8.0,13.0,9194.0,1353.0,7460.0,1016.0,0.8112,0.7502,0.0113,0.0115,0.0059,0.0098,123.0,103.0,3.0,100.0,46.39241,-94.63623,2024.0,4.0,6.0
0.9585,0.0415,0.9809,0.9809,0.9809,0.9809,0.9809,0.9745,0.9809,0.9745,0.9809,0.9745,0.9809,0.9745,0.9745,0.9809,0.9809,0.9809,0.9809,0.9809,466.0,16.0,58.0,2.0,42828.0,5338.0,33631.0,3811.0,0.7852,0.714,0.0108,0.0004,0.0108,0.0003,28.0,530.0,22.0,508.0,43.0,-75.0,2023.0,7.0,29.0
0.9661,0.0339,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,4326.0,1250.0,507.0,184.0,60079.0,9953.0,48003.0,7237.0,0.799,0.7271,0.072,0.0208,0.051,0.0185,1587.0,4833.0,164.0,4669.0,36.778259,-119.417931,2022.0,12.0,31.0
0.9805,0.0195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1144.0,5.0,322.0,1.0,20728.0,3081.0,16282.0,2351.0,0.7853,0.7631,0.0552,0.0003,0.1045,0.0002,2.0,1024.0,20.0,1004.0,44.182205,-84.506836,2021.0,9.0,11.0
0.9657,0.0343,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,237.0,36.0,31.0,4.0,17624.0,3313.0,12726.0,2164.0,0.722,0.6531,0.0134,0.002,0.0095,0.0013,29.0,204.0,7.0,197.0,35.860119,-86.660156,2023.0,4.0,15.0
0.9656,0.0344,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,3139.0,915.0,295.0,140.0,43479.0,5498.0,35489.0,4095.0,0.8164,0.7449,0.0722,0.021,0.0536,0.0255,1244.0,3167.0,109.0,3058.0,43.0,-75.0,2024.0,1.0,13.0
0.9689,0.0311,0.5669,0.5669,0.5669,0.5669,0.5669,0.5669,0.5541,0.5669,0.5541,0.5669,0.5541,0.5669,0.5669,0.5541,0.5541,0.5669,0.5669,0.5541,228.0,47.0,14.0,3.0,27239.0,2945.0,20545.0,1947.0,0.7552,0.6609,0.0084,0.0017,0.0048,0.001,47.0,225.0,7.0,218.0,43.0,-75.0,2024.0,5.0,18.0
0.9409,0.0591,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1007.0,459.0,130.0,61.0,24654.0,4165.0,19570.0,2920.0,0.7937,0.7012,0.0409,0.0186,0.0312,0.0146,5.0,1422.0,84.0,1338.0,40.367474,-82.996216,2022.0,7.0,23.0
0.9227,0.0773,0.9648,0.9648,0.9648,0.9648,0.9648,0.9577,0.9648,0.9577,0.9648,0.9577,0.9648,0.9577,0.9577,0.9648,0.9648,0.9648,0.9648,0.9648,164.0,80.0,31.0,71.0,20088.0,2990.0,15149.0,2267.0,0.7541,0.7582,0.0082,0.004,0.0104,0.0238,18.0,207.0,16.0,191.0,33.247875,-83.441162,2023.0,7.0,22.0
0.9725,0.0275,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,249.0,8.0,24.0,2.0,15211.0,2000.0,11463.0,1277.0,0.7535,0.6385,0.0164,0.0005,0.012,0.0009,4.0,255.0,7.0,248.0,43.0,-75.0,2024.0,7.0,13.0
0.9799,0.0201,0.972,0.972,0.4766,0.4766,0.4766,0.9626,0.972,0.9626,0.9626,0.9626,0.9626,0.9626,0.4673,0.972,0.4766,0.972,0.972,0.9626,210.0,5.0,64.0,1.0,17746.0,3251.0,12045.0,2261.0,0.6787,0.6964,0.0118,0.0005,0.0198,0.0006,2.0,149.0,3.0,146.0,35.860119,-86.660156,2021.0,7.0,10.0
0.9435,0.0565,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,274.0,36.0,33.0,1.0,19796.0,2836.0,14781.0,2010.0,0.7465,0.7087,0.0138,0.0019,0.0115,0.0003,12.0,336.0,19.0,317.0,44.182205,-84.506836,2023.0,9.0,9.0
0.9626,0.0374,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,302.0,17.0,30.0,2.0,9017.0,1370.0,7346.0,1032.0,0.8144,0.7536,0.0335,0.0019,0.022,0.0012,24.0,348.0,13.0,335.0,46.39241,-94.63623,2023.0,12.0,2.0
0.9784,0.0216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,195.0,26.0,28.0,1.0,9735.0,1436.0,7728.0,941.0,0.7936,0.6553,0.02,0.0026,0.0196,0.0008,51.0,231.0,5.0,226.0,39.045753,-76.641273,2022.0,5.0,7.0
0.9899,0.0101,0.9789,0.9789,0.9718,0.9718,0.9718,0.9296,0.9789,0.9296,0.9648,0.9296,0.9648,0.9296,0.9225,0.9789,0.9718,0.9789,0.9789,0.9648,2738.0,11.0,710.0,3.0,17376.0,3175.0,13917.0,2651.0,0.801,0.8366,0.1393,0.0006,0.2235,0.0008,16.0,3184.0,32.0,3152.0,33.247875,-83.441162,2020.0,12.0,19.0
0.9576,0.0424,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,510.0,620.0,64.0,63.0,20282.0,2829.0,15887.0,2166.0,0.7833,0.7656,0.0251,0.0306,0.0226,0.0223,832.0,542.0,23.0,519.0,44.182205,-84.506836,2024.0,3.0,2.0
0.9802,0.0198,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,184.0,19.0,18.0,4.0,6555.0,763.0,5139.0,556.0,0.7839,0.7279,0.0281,0.0029,0.0236,0.0052,43.0,202.0,4.0,198.0,44.0,-120.5,2023.0,12.0,16.0
0.9556,0.0444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,430.0,11.0,39.0,1.0,8993.0,1310.0,7571.0,1025.0,0.8417,0.7826,0.0478,0.0012,0.0296,0.0004,13.0,473.0,21.0,452.0,46.39241,-94.63623,2022.0,5.0,28.0
0.9578,0.0422,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,1209.0,699.0,150.0,104.0,19672.0,2909.0,16031.0,2224.0,0.8148,0.7644,0.0614,0.0355,0.0514,0.0356,714.0,1090.0,46.0,1044.0,44.182205,-84.506836,2023.0,1.0,14.0
0.9771,0.0229,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,823.0,79.0,88.0,8.0,20146.0,2847.0,15722.0,2158.0,0.7801,0.7577,0.0409,0.0039,0.0311,0.003,106.0,1048.0,24.0,1024.0,44.182205,-84.506836,2023.0,12.0,9.0
0.937,0.063,0.972,0.972,0.5794,0.6449,0.5794,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.6449,0.972,0.5794,0.972,0.972,0.972,3075.0,38.0,617.0,4.0,17347.0,3322.0,12646.0,2397.0,0.729,0.7216,0.1772,0.003,0.1858,0.0018,23.0,2666.0,168.0,2498.0,35.860119,-86.660156,2022.0,1.0,29.0
0.9511,0.0489,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,0.4076,186.0,11.0,21.0,3.0,17010.0,2262.0,13075.0,1460.0,0.7685,0.6454,0.0109,0.0007,0.0092,0.0013,10.0,184.0,9.0,175.0,43.0,-75.0,2024.0,6.0,22.0
0.9508,0.0492,0.972,0.972,0.5607,0.5888,0.5514,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.5888,0.972,0.5514,0.972,0.972,0.972,2773.0,52.0,602.0,5.0,17424.0,3348.0,12821.0,2439.0,0.7358,0.7287,0.1592,0.0042,0.1798,0.0023,31.0,2581.0,127.0,2454.0,35.860119,-86.660156,2022.0,1.0,22.0
0.963,0.037,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,299.0,141.0,39.0,19.0,19667.0,3351.0,13876.0,2223.0,0.7056,0.6634,0.0152,0.0072,0.0117,0.0056,129.0,270.0,10.0,260.0,35.860119,-86.660156,2024.0,3.0,23.0
0.9298,0.0702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,78.0,16.0,19.0,3816.0,584.0,3038.0,420.0,0.7959,0.7203,0.0252,0.0205,0.0277,0.0321,146.0,114.0,8.0,106.0,34.307144,-106.018066,2023.0,12.0,23.0
0.8853,0.1147,0.9779,0.9779,0.9779,0.9779,0.9779,0.9724,0.9779,0.9724,0.9724,0.9724,0.9724,0.9724,0.9724,0.9779,0.9779,0.9779,0.9779,0.9779,263.0,318.0,44.0,48.0,27031.0,4107.0,20055.0,2830.0,0.7419,0.7032,0.0097,0.0118,0.0106,0.0118,352.0,375.0,43.0,332.0,40.367474,-82.996216,2024.0,3.0,23.0
0.9537,0.0463,0.9577,0.9577,0.9577,0.9577,0.9577,0.9507,0.9577,0.9507,0.9507,0.9507,0.9507,0.9507,0.9507,0.9577,0.9577,0.9577,0.9577,0.9577,879.0,713.0,148.0,255.0,20788.0,3035.0,16660.0,2529.0,0.8015,0.8387,0.0423,0.0343,0.0487,0.084,621.0,908.0,42.0,866.0,33.247875,-83.441162,2024.0,1.0,20.0
0.9671,0.0329,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,1331.0,60.0,152.0,7.0,43194.0,5372.0,34294.0,3942.0,0.7939,0.7339,0.0308,0.0014,0.0283,0.0012,65.0,1124.0,37.0,1087.0,43.0,-75.0,2023.0,3.0,25.0
0.9858,0.0142,1.0,1.0,0.9682,0.9682,0.9682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682,1.0,0.9682,1.0,1.0,1.0,2075.0,13.0,429.0,1.0,42461.0,6084.0,34642.0,4343.0,0.8158,0.7138,0.0489,0.0003,0.0705,0.0001,23.0,2184.0,31.0,2153.0,43.0,-75.0,2021.0,11.0,27.0
0.9444,0.0556,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,1001.0,34.0,109.0,1.0,19767.0,2913.0,15660.0,2122.0,0.7922,0.7284,0.0506,0.0017,0.0374,0.0003,3.0,1097.0,61.0,1036.0,44.182205,-84.506836,2022.0,8.0,20.0
0.969,0.031,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,254.0,19.0,41.0,2.0,10277.0,1593.0,6624.0,912.0,0.6446,0.5727,0.0247,0.0018,0.0257,0.0013,52.0,452.0,14.0,438.0,39.113014,-105.358887,2023.0,11.0,18.0
0.969,0.031,0.9718,0.9718,0.9718,0.9718,0.9718,0.9648,0.9718,0.9648,0.9718,0.9648,0.9718,0.9648,0.9648,0.9718,0.9718,0.9718,0.9718,0.9718,736.0,172.0,94.0,55.0,16788.0,2677.0,13723.0,2178.0,0.8164,0.8136,0.0432,0.0101,0.0354,0.0199,131.0,839.0,26.0,813.0,33.247875,-83.441162,2022.0,12.0,24.0
0.9467,0.0533,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,175.0,202.0,28.0,35.0,27107.0,4094.0,19783.0,2771.0,0.7297,0.6845,0.0065,0.0075,0.0068,0.0084,243.0,244.0,13.0,231.0,40.367474,-82.996216,2024.0,4.0,6.0
0.9664,0.0336,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,711.0,396.0,81.0,58.0,43911.0,5507.0,35391.0,3939.0,0.806,0.7152,0.0162,0.009,0.0147,0.0105,411.0,596.0,20.0,576.0,43.0,-75.0,2024.0,3.0,23.0
0.9559,0.0441,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,0.9873,1.0,0.9873,1.0,0.9873,0.9873,1.0,1.0,1.0,1.0,1.0,2301.0,153.0,224.0,14.0,42015.0,5441.0,32828.0,3840.0,0.7813,0.7059,0.0543,0.0035,0.0411,0.0025,183.0,2630.0,116.0,2514.0,43.0,-75.0,2022.0,5.0,21.0
0.9733,0.0267,0.9789,0.9789,0.8732,0.8732,0.8732,0.8732,0.9789,0.8732,0.9437,0.8732,0.9437,0.8732,0.7606,0.9789,0.8732,0.9789,0.9789,0.9437,5608.0,9.0,1150.0,3.0,17270.0,3343.0,14524.0,2671.0,0.8409,0.8235,0.2862,0.0004,0.344,0.0011,9.0,5499.0,147.0,5352.0,33.247875,-83.441162,2021.0,9.0,4.0
0.911,0.089,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,124.0,37.0,24.0,2.0,5727.0,909.0,3554.0,590.0,0.6206,0.6487,0.0216,0.0065,0.0263,0.0024,56.0,191.0,17.0,174.0,39.41922,-111.950684,2023.0,12.0,30.0
0.9489,0.0511,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,498.0,129.0,51.0,23.0,9337.0,1377.0,7636.0,1033.0,0.8175,0.7505,0.0533,0.0139,0.0373,0.0167,165.0,528.0,27.0,501.0,46.39241,-94.63623,2024.0,1.0,13.0
0.9799,0.0201,0.9789,0.9789,0.9789,0.9789,0.9789,0.9648,0.9789,0.9648,0.9789,0.9648,0.9789,0.9648,0.9648,0.9789,0.9789,0.9789,0.9789,0.9789,771.0,10.0,245.0,3.0,18574.0,3309.0,14393.0,2478.0,0.7752,0.7488,0.0414,0.0005,0.0739,0.0009,10.0,897.0,18.0,879.0,33.247875,-83.441162,2021.0,5.0,29.0
0.7381,0.2619,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,54.0,10.0,7.0,2.0,7541.0,1005.0,6241.0,698.0,0.8312,0.7026,0.0071,0.0013,0.0063,0.0025,10.0,42.0,11.0,31.0,39.045753,-76.641273,2024.0,5.0,11.0
0.9296,0.0704,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,222.0,121.0,31.0,19.0,10370.0,1601.0,6684.0,986.0,0.6446,0.6162,0.0214,0.0116,0.0195,0.012,251.0,426.0,30.0,396.0,39.113014,-105.358887,2023.0,12.0,30.0
0.9676,0.0324,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,631.0,342.0,83.0,48.0,19732.0,3372.0,14793.0,2415.0,0.7497,0.7161,0.032,0.0173,0.0247,0.0142,387.0,524.0,17.0,507.0,35.860119,-86.660156,2024.0,1.0,20.0
0.9886,0.0114,0.9829,0.9829,0.9829,0.9829,0.9829,0.98,0.9829,0.98,0.9771,0.98,0.9771,0.98,0.98,0.9829,0.9829,0.9829,0.9829,0.9771,19896.0,142.0,4145.0,27.0,62581.0,11891.0,49309.0,8963.0,0.7878,0.7661,0.3177,0.0023,0.3485,0.0022,51.0,15534.0,177.0,15357.0,36.778259,-119.417931,2021.0,1.0,9.0
0.9778,0.0222,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,144.0,72.0,21.0,8.0,19651.0,3352.0,13786.0,2175.0,0.7016,0.6487,0.0073,0.0037,0.0062,0.0024,75.0,135.0,3.0,132.0,35.860119,-86.660156,2024.0,4.0,20.0
0.9639,0.0361,0.9873,0.9873,0.9873,0.9873,0.9873,0.9809,0.9873,0.9809,0.9873,0.9809,0.9873,0.9809,0.9809,0.9873,0.9873,0.9873,0.9873,0.9873,550.0,34.0,62.0,5.0,42774.0,5309.0,33038.0,3751.0,0.7723,0.7065,0.0128,0.0008,0.0116,0.0009,37.0,498.0,18.0,480.0,43.0,-75.0,2023.0,6.0,10.0
0.9612,0.0388,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,301.0,44.0,37.0,5.0,19868.0,3418.0,14228.0,2311.0,0.7161,0.676,0.0151,0.0022,0.0108,0.0014,46.0,335.0,13.0,322.0,35.860119,-86.660156,2023.0,11.0,18.0
0.9865,0.0135,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,86.0,17.0,11.0,3.0,9653.0,1264.0,8002.0,862.0,0.8289,0.6817,0.0089,0.0017,0.0089,0.0025,20.0,74.0,1.0,73.0,39.045753,-76.641273,2024.0,5.0,4.0
0.9564,0.0436,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,608.0,8.0,140.0,3.0,3392.0,568.0,2735.0,458.0,0.8062,0.8061,0.1794,0.0027,0.2471,0.0062,9.0,551.0,24.0,527.0,34.307144,-106.018066,2022.0,2.0,12.0
0.985,0.015,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.98,0.9829,0.98,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.98,15777.0,37.0,3983.0,14.0,61962.0,11887.0,49762.0,9316.0,0.8031,0.7982,0.2546,0.0006,0.335,0.0012,24.0,10242.0,154.0,10088.0,36.778259,-119.417931,2021.0,2.0,6.0
0.9556,0.0444,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,2798.0,704.0,305.0,95.0,43723.0,5528.0,36106.0,4187.0,0.8258,0.7575,0.064,0.0161,0.0551,0.0171,856.0,2366.0,105.0,2261.0,43.0,-75.0,2024.0,1.0,27.0
0.9407,0.0593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,354.0,9.0,36.0,2.0,7363.0,1170.0,5657.0,806.0,0.7683,0.6886,0.0481,0.0012,0.0311,0.0017,15.0,388.0,23.0,365.0,41.599998,-72.699997,2023.0,2.0,18.0
0.9192,0.0808,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,77.0,22.0,12.0,3.0,5749.0,940.0,3505.0,593.0,0.6098,0.6315,0.0135,0.0038,0.0126,0.0036,19.0,99.0,8.0,91.0,39.41922,-111.950684,2024.0,2.0,24.0
0.9686,0.0314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,219.0,12.0,28.0,1.0,6690.0,817.0,5127.0,595.0,0.7663,0.7282,0.0327,0.0018,0.0346,0.0018,26.0,255.0,8.0,247.0,44.0,-120.5,2022.0,5.0,21.0
