weeklyrate
5.1
2.6
4.8
1.8
4.4
15.5
6.9
3.6
21.2
1.9
4.6
0.9
27.7
30.6
3.9
4.2
2.2
5.4
3.0
10.0
1.4
11.3
3.5
5.4
1.9
7.0
3.7
2.2
3.6
10.1
6.1
5.4
9.9
6.1
11.9
2.1
7.9
0.9
6.3
0.4
6.2
3.4
30.3
6.3
3.5
1.2
32.8
10.4
6.9
1.1
1.1
0.8
1.3
5.7
40.5
4.7
3.5
6.2
2.3
10.2
6.3
12.7
3.4
13.8
1.4
6.6
45.2
6.4
12.5
8.3
1.1
2.3
6.9
6.1
1.8
7.3
3.3
2.3
1.4
1.9
7.6
0.8
6.3
3.8
1.3
11.2
4.6
2.1
9.3
12.6
1.2
4.8
7.3
8.1
5.7
5.7
6.3
14.4
16.2
2.3
1.5
9.5
6.0
3.9
2.1
5.8
12.9
2.4
0.3
0.7
4.0
3.1
15.4
3.1
8.8
14.1
13.4
22.4
6.5
8.3
1.3
5.7
4.8
5.4
3.6
4.1
3.6
2.7
0.7
4.7
7.7
8.7
0.7
3.1
1.7
11.6
6.8
8.6
10.5
17.4
6.9
5.3
12.1
11.8
8.2
3.9
9.1
2.7
3.2
1.6
8.5
4.0
1.8
2.8
6.4
9.4
6.9
8.3
12.2
7.4
1.1
3.0
2.0
6.1
4.7
3.7
6.3
2.8
1.3
6.1
3.5
29.5
3.9
7.7
3.0
3.8
5.7
3.6
8.0
7.4
2.2
7.1
7.2
12.7
4.5
8.3
1.3
5.6
5.3
7.8
1.0
10.1
6.5
11.4
8.5
7.7
5.7
6.9
2.7
1.1
2.7
6.9
6.0
1.3
4.4
2.6
25.2
6.0
23.6
2.4
21.4
7.0
2.7
4.9
9.2
0.9
0.9
4.3
3.9
11.4
2.0
3.0
3.7
28.1
28.0
3.4
5.9
6.0
13.1
2.2
9.8
1.7
5.5
1.2
8.5
37.2
11.0
27.5
9.0
6.1
4.5
1.4
5.1
5.5
12.3
4.1
3.4
6.6
1.0
12.1
3.4
6.3
1.9
0.7
5.6
3.6
3.9
5.1
2.6
1.4
3.8
2.2
11.8
9.7
2.7
4.0
2.1
1.4
8.2
23.9
7.5
26.1
6.3
17.1
3.4
4.8
4.0
21.1
8.6
7.3
12.6
2.5
9.1
7.0
12.0
1.4
0.9
2.6
10.5
3.1
1.1
4.1
1.9
7.0
5.6
4.5
4.7
7.1
5.0
5.4
1.6
3.2
2.7
8.8
6.4
7.2
31.8
3.9
3.8
1.9
5.1
7.7
3.8
14.1
10.4
1.3
4.1
33.7
5.4
6.6
9.1
21.1
0.7
5.3
23.0
4.9
33.7
4.0
3.7
13.0
2.5
2.7
4.0
2.3
3.4
10.5
5.4
0.9
